__source_id,__source_name,skill_name,skill_category,company_name,company_size,industry,city,country,country_iso,latitude,longitude,population,role_name,job_level,employment_type,skill_level_required,posted_date,min_salary,max_salary,currency,required_exp_years,education_level,job_description,remote_option
216,DATA.csv,"Python, Transformers, RAG",__NA__,__NA__,Medium,Healthcare,Abu Dhabi,UAE,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2020,528750,528750,AED,10,Masters,__NA__,Hybrid
217,DATA.csv,"Distributed Training, PyTorch, Transformers",__NA__,__NA__,Startup,E-commerce,Hyderabad,India,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2023,1743300,1743300,INR,2,Diploma,__NA__,Remote
218,DATA.csv,"Reinforcement Learning, Transformers, Distributed Training",__NA__,__NA__,Large,Finance,Rotterdam,Netherlands,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2023,144300,144300,EUR,12,Bachelors,__NA__,Onsite
219,DATA.csv,"Transformers, Reinforcement Learning, Deep Learning",__NA__,__NA__,Large,Finance,Ottawa,Canada,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2024,252200,252200,CAD,15,Bachelors,__NA__,Remote
220,DATA.csv,"Python, Scikit-learn, Pandas",__NA__,__NA__,Startup,Healthcare,Bengaluru,India,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2024,1635000,1635000,INR,6,Bachelors,__NA__,Remote
221,DATA.csv,"Distributed Training, Deep Learning, Transformers",__NA__,__NA__,Startup,Finance,Montreal,Canada,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2021,231400,231400,CAD,13,Diploma,__NA__,Remote
222,DATA.csv,"A/B Testing, Prompt Engineering, LLMs",__NA__,__NA__,Startup,E-commerce,Frankfurt,Germany,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2021,103500,103500,EUR,7,Masters,__NA__,Remote
223,DATA.csv,"A/B Testing, Evaluation, Python",__NA__,__NA__,Startup,E-commerce,Marseille,France,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2023,159850,159850,EUR,12,Diploma,__NA__,Onsite
224,DATA.csv,"Pandas, SQL, Python",__NA__,__NA__,Startup,Education,London,United Kingdom,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2020,110000,110000,GBP,7,Masters,__NA__,Hybrid
225,DATA.csv,"RAG, Transformers, Vector Databases",__NA__,__NA__,Medium,Finance,Melbourne,Australia,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2024,138750,138750,AUD,0,PhD,__NA__,Hybrid
226,DATA.csv,"Kubernetes, TensorFlow, Python",__NA__,__NA__,Medium,Technology,Melbourne,Australia,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2024,161700,161700,AUD,4,Masters,__NA__,Onsite
227,DATA.csv,"Docker, PyTorch, Python",__NA__,__NA__,Medium,Consulting,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2020,158400,158400,SGD,11,Bachelors,__NA__,Onsite
228,DATA.csv,"SQL, Scikit-learn, Pandas",__NA__,__NA__,Startup,Consulting,Noida,India,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2021,1597000,1597000,INR,12,Masters,__NA__,Remote
229,DATA.csv,"Pandas, NumPy, Scikit-learn",__NA__,__NA__,Medium,Technology,Eindhoven,Netherlands,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2023,102000,102000,EUR,13,PhD,__NA__,Remote
230,DATA.csv,"Prompt Engineering, A/B Testing, Evaluation",__NA__,__NA__,Medium,Finance,Montreal,Canada,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2023,139150,139150,CAD,10,Bachelors,__NA__,Remote
231,DATA.csv,"Distributed Training, Reinforcement Learning, Deep Learning",__NA__,__NA__,Medium,Education,Sharjah,UAE,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2023,529100,529100,AED,6,Masters,__NA__,Hybrid
232,DATA.csv,"PyTorch, TensorFlow, Kubernetes",__NA__,__NA__,Startup,Technology,Vancouver,Canada,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2020,77000,77000,CAD,0,Masters,__NA__,Hybrid
233,DATA.csv,"PyTorch, Kubernetes, Docker",__NA__,__NA__,Large,E-commerce,Abu Dhabi,UAE,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2021,281600,281600,AED,2,Diploma,__NA__,Hybrid
234,DATA.csv,"Docker, Kubernetes, MLflow",__NA__,__NA__,Startup,Technology,Brisbane,Australia,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2020,193600,193600,AUD,13,Masters,__NA__,Onsite
235,DATA.csv,"LLMs, Evaluation, Prompt Engineering",__NA__,__NA__,Startup,Finance,Sydney,Australia,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2021,185150,185150,AUD,7,Diploma,__NA__,Remote
236,DATA.csv,"Evaluation, Python, LLMs",__NA__,__NA__,Startup,Education,Sharjah,UAE,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2020,312800,312800,AED,1,PhD,__NA__,Remote
237,DATA.csv,"NumPy, SQL, Pandas",__NA__,__NA__,Large,E-commerce,Sydney,Australia,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2022,102000,102000,AUD,6,PhD,__NA__,Remote
238,DATA.csv,"Pandas, Scikit-learn, NumPy",__NA__,__NA__,Startup,Technology,Brisbane,Australia,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2025,135000,135000,AUD,14,Bachelors,__NA__,Onsite
239,DATA.csv,"Vector Databases, PyTorch, Python",__NA__,__NA__,Medium,Consulting,Noida,India,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2024,2513750,2513750,INR,6,Bachelors,__NA__,Onsite
240,DATA.csv,"Python, SQL, Pandas",__NA__,__NA__,Large,Healthcare,Paris,France,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2024,88000,88000,EUR,1,Masters,__NA__,Remote
241,DATA.csv,"Distributed Training, Transformers, Deep Learning",__NA__,__NA__,Medium,Education,Sharjah,UAE,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2023,544700,544700,AED,9,Diploma,__NA__,Hybrid
242,DATA.csv,"Python, LangChain, Transformers",__NA__,__NA__,Large,E-commerce,Munich,Germany,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2021,120000,120000,EUR,1,Diploma,__NA__,Onsite
243,DATA.csv,"PyTorch, Reinforcement Learning, Deep Learning",__NA__,__NA__,Large,Finance,Vancouver,Canada,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2023,157300,157300,CAD,2,Masters,__NA__,Hybrid
244,DATA.csv,"Statistics, Python, Scikit-learn",__NA__,__NA__,Medium,Technology,Abu Dhabi,UAE,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2022,532000,532000,AED,14,Bachelors,__NA__,Remote
245,DATA.csv,"NumPy, Pandas, Statistics",__NA__,__NA__,Large,Healthcare,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2025,120000,120000,SGD,6,Masters,__NA__,Onsite
246,DATA.csv,"Distributed Training, PyTorch, Deep Learning",__NA__,__NA__,Startup,Technology,Melbourne,Australia,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2023,215800,215800,AUD,12,Diploma,__NA__,Hybrid
247,DATA.csv,"A/B Testing, Python, Prompt Engineering",__NA__,__NA__,Medium,E-commerce,Austin,United States,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2020,157550,157550,USD,2,Diploma,__NA__,Remote
248,DATA.csv,"PyTorch, Transformers, LangChain",__NA__,__NA__,Medium,Technology,Bengaluru,India,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2020,1557500,1557500,INR,3,PhD,__NA__,Remote
249,DATA.csv,"Deep Learning, Distributed Training, PyTorch",__NA__,__NA__,Medium,E-commerce,Toronto,Canada,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2023,278200,278200,CAD,12,PhD,__NA__,Onsite
250,DATA.csv,"Kubernetes, TensorFlow, MLflow",__NA__,__NA__,Startup,Healthcare,Cambridge,United Kingdom,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2020,116600,116600,GBP,4,Diploma,__NA__,Hybrid
251,DATA.csv,"A/B Testing, LLMs, Evaluation",__NA__,__NA__,Startup,Healthcare,Dubai,UAE,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2024,369150,369150,AED,2,Diploma,__NA__,Onsite
252,DATA.csv,"SQL, Pandas, Python",__NA__,__NA__,Large,Finance,Sydney,Australia,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2022,210000,210000,AUD,14,Bachelors,__NA__,Hybrid
253,DATA.csv,"LLMs, A/B Testing, Prompt Engineering",__NA__,__NA__,Medium,Technology,Pune,India,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2023,1574350,1574350,INR,3,PhD,__NA__,Hybrid
254,DATA.csv,"PyTorch, Python, Docker",__NA__,__NA__,Startup,Consulting,Toronto,Canada,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2020,205700,205700,CAD,14,Bachelors,__NA__,Remote
255,DATA.csv,"LangChain, Python, RAG",__NA__,__NA__,Startup,Technology,Sydney,Australia,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2020,206250,206250,AUD,15,PhD,__NA__,Onsite
256,DATA.csv,"Python, PyTorch, TensorFlow",__NA__,__NA__,Startup,Finance,Sharjah,UAE,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2020,486200,486200,AED,5,Bachelors,__NA__,Hybrid
257,DATA.csv,"Transformers, RAG, Vector Databases",__NA__,__NA__,Medium,E-commerce,Rotterdam,Netherlands,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2022,125000,125000,EUR,2,Masters,__NA__,Hybrid
258,DATA.csv,"Deep Learning, Reinforcement Learning, Transformers",__NA__,__NA__,Startup,E-commerce,Hyderabad,India,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2021,3408600,3408600,INR,13,Masters,__NA__,Remote
259,DATA.csv,"LangChain, Transformers, RAG",__NA__,__NA__,Large,Healthcare,Austin,United States,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2021,198750,198750,USD,11,PhD,__NA__,Remote
260,DATA.csv,"LangChain, Transformers, Vector Databases",__NA__,__NA__,Medium,Technology,Berlin,Germany,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2023,135000,135000,EUR,4,PhD,__NA__,Onsite
261,DATA.csv,"LLMs, Prompt Engineering, Python",__NA__,__NA__,Medium,Education,Marseille,France,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2023,112700,112700,EUR,14,Masters,__NA__,Remote
262,DATA.csv,"PyTorch, Distributed Training, Deep Learning",__NA__,__NA__,Medium,E-commerce,Brisbane,Australia,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2021,292500,292500,AUD,14,PhD,__NA__,Remote
263,DATA.csv,"NumPy, Pandas, Scikit-learn",__NA__,__NA__,Medium,Education,Eindhoven,Netherlands,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2023,84000,84000,EUR,4,Bachelors,__NA__,Remote
264,DATA.csv,"MLflow, TensorFlow, Kubernetes",__NA__,__NA__,Startup,Education,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2021,94600,94600,SGD,3,Bachelors,__NA__,Onsite
265,DATA.csv,"Deep Learning, PyTorch, Transformers",__NA__,__NA__,Large,Healthcare,Vancouver,Canada,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2020,252200,252200,CAD,13,Bachelors,__NA__,Remote
266,DATA.csv,"Docker, MLflow, PyTorch",__NA__,__NA__,Startup,Healthcare,London,United Kingdom,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2023,119900,119900,GBP,15,PhD,__NA__,Hybrid
267,DATA.csv,"Python, LLMs, A/B Testing",__NA__,__NA__,Medium,E-commerce,Ottawa,Canada,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2025,169050,169050,CAD,14,PhD,__NA__,Onsite
268,DATA.csv,"Prompt Engineering, Python, Evaluation",__NA__,__NA__,Startup,Consulting,Frankfurt,Germany,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2020,120750,120750,EUR,11,Masters,__NA__,Onsite
269,DATA.csv,"NumPy, SQL, Scikit-learn",__NA__,__NA__,Large,Consulting,Vancouver,Canada,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2020,186000,186000,CAD,13,Bachelors,__NA__,Remote
270,DATA.csv,"TensorFlow, Python, MLflow",__NA__,__NA__,Medium,Finance,Hamburg,Germany,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2025,128700,128700,EUR,13,Diploma,__NA__,Hybrid
271,DATA.csv,"TensorFlow, Docker, MLflow",__NA__,__NA__,Large,Finance,Marseille,France,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2022,85800,85800,EUR,4,PhD,__NA__,Onsite
272,DATA.csv,"Transformers, Python, PyTorch",__NA__,__NA__,Medium,Healthcare,Vancouver,Canada,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2023,167500,167500,CAD,5,Masters,__NA__,Remote
273,DATA.csv,"NumPy, SQL, Python",__NA__,__NA__,Large,E-commerce,Melbourne,Australia,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2022,180000,180000,AUD,11,PhD,__NA__,Onsite
274,DATA.csv,"Python, PyTorch, LangChain",__NA__,__NA__,Medium,Healthcare,Brisbane,Australia,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2023,216250,216250,AUD,13,Masters,__NA__,Remote
275,DATA.csv,"Transformers, RAG, PyTorch",__NA__,__NA__,Startup,Technology,Paris,France,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2024,183750,183750,EUR,11,Diploma,__NA__,Hybrid
276,DATA.csv,"SQL, NumPy, Python",__NA__,__NA__,Medium,Technology,Sharjah,UAE,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2023,577000,577000,AED,15,PhD,__NA__,Hybrid
277,DATA.csv,"Distributed Training, Deep Learning, Reinforcement Learning",__NA__,__NA__,Medium,Technology,Edinburgh,United Kingdom,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2021,128700,128700,GBP,4,Bachelors,__NA__,Remote
278,DATA.csv,"Transformers, LangChain, Python",__NA__,__NA__,Startup,Technology,Rotterdam,Netherlands,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2025,126250,126250,EUR,3,Bachelors,__NA__,Onsite
279,DATA.csv,"Python, Vector Databases, RAG",__NA__,__NA__,Large,Education,Sydney,Australia,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2022,272500,272500,AUD,15,PhD,__NA__,Hybrid
280,DATA.csv,"Transformers, Reinforcement Learning, Deep Learning",__NA__,__NA__,Medium,Healthcare,Paris,France,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2022,123500,123500,EUR,9,Masters,__NA__,Onsite
281,DATA.csv,"Python, PyTorch, RAG",__NA__,__NA__,Medium,Education,Eindhoven,Netherlands,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2023,92500,92500,EUR,6,Masters,__NA__,Remote
282,DATA.csv,"Docker, Python, PyTorch",__NA__,__NA__,Medium,Consulting,Bengaluru,India,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2025,2038300,2038300,INR,8,Diploma,__NA__,Hybrid
283,DATA.csv,"NumPy, Scikit-learn, Python",__NA__,__NA__,Startup,Education,Dubai,UAE,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2021,591000,591000,AED,15,Diploma,__NA__,Hybrid
284,DATA.csv,"Distributed Training, PyTorch, Deep Learning",__NA__,__NA__,Large,Finance,Boston,United States,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2023,382200,382200,USD,12,PhD,__NA__,Hybrid
285,DATA.csv,"RAG, PyTorch, Vector Databases",__NA__,__NA__,Large,E-commerce,Berlin,Germany,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2023,155000,155000,EUR,7,PhD,__NA__,Hybrid
286,DATA.csv,"MLflow, PyTorch, TensorFlow",__NA__,__NA__,Startup,Technology,London,United Kingdom,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2023,112200,112200,GBP,15,Masters,__NA__,Onsite
287,DATA.csv,"SQL, Pandas, NumPy",__NA__,__NA__,Large,Finance,Austin,United States,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2025,276000,276000,USD,11,Bachelors,__NA__,Remote
288,DATA.csv,"A/B Testing, Python, Evaluation",__NA__,__NA__,Medium,Finance,Ottawa,Canada,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2025,242650,242650,CAD,15,PhD,__NA__,Onsite
289,DATA.csv,"TensorFlow, Kubernetes, PyTorch",__NA__,__NA__,Startup,Consulting,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2020,169400,169400,SGD,7,PhD,__NA__,Remote
290,DATA.csv,"Evaluation, LLMs, Python",__NA__,__NA__,Startup,Finance,Amsterdam,Netherlands,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2020,115000,115000,EUR,5,Masters,__NA__,Remote
291,DATA.csv,"PyTorch, Vector Databases, Transformers",__NA__,__NA__,Large,Finance,Bengaluru,India,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2021,2447500,2447500,INR,9,Masters,__NA__,Remote
292,DATA.csv,"Reinforcement Learning, Transformers, PyTorch",__NA__,__NA__,Startup,Technology,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2021,133900,133900,SGD,5,Diploma,__NA__,Remote
293,DATA.csv,"MLflow, Kubernetes, Docker",__NA__,__NA__,Large,Healthcare,Pune,India,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2022,2333100,2333100,INR,12,Bachelors,__NA__,Remote
294,DATA.csv,"Kubernetes, TensorFlow, MLflow",__NA__,__NA__,Medium,Education,Abu Dhabi,UAE,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2020,541200,541200,AED,15,Bachelors,__NA__,Remote
295,DATA.csv,"A/B Testing, LLMs, Prompt Engineering",__NA__,__NA__,Medium,Finance,Melbourne,Australia,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2023,201250,201250,AUD,8,Bachelors,__NA__,Remote
296,DATA.csv,"Transformers, LangChain, RAG",__NA__,__NA__,Large,Technology,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2020,152500,152500,SGD,1,Masters,__NA__,Onsite
297,DATA.csv,"PyTorch, Transformers, Vector Databases",__NA__,__NA__,Startup,Healthcare,Marseille,France,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2021,101250,101250,EUR,8,PhD,__NA__,Hybrid
298,DATA.csv,"Python, TensorFlow, PyTorch",__NA__,__NA__,Medium,Finance,Eindhoven,Netherlands,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2024,115500,115500,EUR,4,Diploma,__NA__,Hybrid
299,DATA.csv,"A/B Testing, Prompt Engineering, LLMs",__NA__,__NA__,Startup,E-commerce,Vancouver,Canada,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2024,207000,207000,CAD,12,Bachelors,__NA__,Onsite
300,DATA.csv,"Kubernetes, TensorFlow, PyTorch",__NA__,__NA__,Medium,Technology,Cambridge,United Kingdom,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2020,84700,84700,GBP,1,Diploma,__NA__,Onsite
301,DATA.csv,"Deep Learning, Transformers, PyTorch",__NA__,__NA__,Large,Consulting,Melbourne,Australia,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2025,191100,191100,AUD,4,PhD,__NA__,Onsite
302,DATA.csv,"Python, NumPy, Pandas",__NA__,__NA__,Startup,Technology,Edinburgh,United Kingdom,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2022,55000,55000,GBP,0,PhD,__NA__,Onsite
303,DATA.csv,"RAG, Python, LangChain",__NA__,__NA__,Startup,Technology,Hyderabad,India,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2024,1375000,1375000,INR,2,Masters,__NA__,Remote
304,DATA.csv,"PyTorch, RAG, Transformers",__NA__,__NA__,Medium,Healthcare,Rotterdam,Netherlands,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2020,97500,97500,EUR,6,Diploma,__NA__,Hybrid
305,DATA.csv,"Python, Docker, MLflow",__NA__,__NA__,Large,Healthcare,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2024,123200,123200,SGD,10,Diploma,__NA__,Hybrid
306,DATA.csv,"Kubernetes, Docker, TensorFlow",__NA__,__NA__,Large,Education,Edinburgh,United Kingdom,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2023,161700,161700,GBP,15,Bachelors,__NA__,Onsite
307,DATA.csv,"Statistics, SQL, Pandas",__NA__,__NA__,Medium,Finance,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2020,168000,168000,SGD,10,PhD,__NA__,Onsite
308,DATA.csv,"Pandas, Statistics, SQL",__NA__,__NA__,Medium,Consulting,Cambridge,United Kingdom,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2024,83000,83000,GBP,6,PhD,__NA__,Onsite
309,DATA.csv,"Scikit-learn, Statistics, NumPy",__NA__,__NA__,Startup,Education,Singapore,Singapore,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2024,171000,171000,SGD,8,Bachelors,__NA__,Remote
310,DATA.csv,"PyTorch, Distributed Training, Transformers",__NA__,__NA__,Large,E-commerce,Bengaluru,India,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2021,1813500,1813500,INR,6,Masters,__NA__,Onsite
311,DATA.csv,"Transformers, Deep Learning, Distributed Training",__NA__,__NA__,Startup,Consulting,Gurugram,India,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2024,3261700,3261700,INR,15,PhD,__NA__,Hybrid
312,DATA.csv,"A/B Testing, Evaluation, Prompt Engineering",__NA__,__NA__,Large,Healthcare,Amsterdam,Netherlands,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2021,121900,121900,EUR,10,Bachelors,__NA__,Onsite
313,DATA.csv,"RAG, Python, LangChain",__NA__,__NA__,Large,Education,Hamburg,Germany,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2024,176250,176250,EUR,8,Diploma,__NA__,Remote
314,DATA.csv,"Reinforcement Learning, Transformers, Distributed Training",__NA__,__NA__,Large,Healthcare,Manchester,United Kingdom,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2022,193700,193700,GBP,14,PhD,__NA__,Remote
315,DATA.csv,"LangChain, Vector Databases, RAG",__NA__,__NA__,Large,Technology,Lyon,France,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2021,97500,97500,EUR,2,Diploma,__NA__,Remote
316,DATA.csv,"A/B Testing, Evaluation, Python",__NA__,__NA__,Medium,Technology,Melbourne,Australia,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2025,193200,193200,AUD,10,PhD,__NA__,Remote
317,DATA.csv,"Python, A/B Testing, LLMs",__NA__,__NA__,Startup,Finance,Manchester,United Kingdom,__NA__,__NA__,__NA__,__NA__,Prompt Engineer,__NA__,__NA__,__NA__,2021,115000,115000,GBP,5,PhD,__NA__,Hybrid
318,DATA.csv,"Python, Transformers, Vector Databases",__NA__,__NA__,Large,Consulting,Hamburg,Germany,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2022,126250,126250,EUR,7,PhD,__NA__,Onsite
319,DATA.csv,"PyTorch, Kubernetes, MLflow",__NA__,__NA__,Startup,E-commerce,Brisbane,Australia,__NA__,__NA__,__NA__,__NA__,Machine Learning Engineer,__NA__,__NA__,__NA__,2025,222200,222200,AUD,9,PhD,__NA__,Remote
320,DATA.csv,"PyTorch, Distributed Training, Reinforcement Learning",__NA__,__NA__,Startup,Healthcare,New York,United States,__NA__,__NA__,__NA__,__NA__,LLM Researcher,__NA__,__NA__,__NA__,2024,209300,209300,USD,6,PhD,__NA__,Onsite
321,DATA.csv,"RAG, Transformers, Python",__NA__,__NA__,Medium,Finance,Pune,India,__NA__,__NA__,__NA__,__NA__,Generative AI Engineer,__NA__,__NA__,__NA__,2021,2022500,2022500,INR,8,PhD,__NA__,Hybrid
322,DATA.csv,"Statistics, NumPy, Scikit-learn",__NA__,__NA__,Startup,Education,Hamburg,Germany,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2022,134000,134000,EUR,13,Bachelors,__NA__,Onsite
323,DATA.csv,"Python, NumPy, Pandas",__NA__,__NA__,Large,Consulting,Lyon,France,__NA__,__NA__,__NA__,__NA__,Data Scientist,__NA__,__NA__,__NA__,2020,111000,111000,EUR,13,Masters,__NA__,Hybrid
